course_id,course_name,category,domain,difficulty_level,tags,prerequisite,instructor,enrollment_count,price,price_category,rating,duration_weeks,estimated_hours,popularity_score
COURSE257,Business Writing and Professional Communication,Arts,Writing,Intermediate,"business writing, professional communication, reports, proposals, email, presentations",business and writing experience,Prof. Nancy White,2600,69.99,Mid-range,4.4,8,40,11.44
COURSE258,Journalism and News Writing Fundamentals,Arts,Writing,Intermediate,"journalism, news writing, reporting, interviewing, fact checking, media ethics",writing and current events,Dr. Steven Brown,1600,59.99,Mid-range,4.3,6,30,6.88
COURSE259,Academic Writing and Research Methods,Arts,Writing,Advanced,"academic writing, research methods, thesis writing, citations, scholarly communication",higher education background,Michelle Garcia,1200,89.99,Premium,4.5,12,60,5.4
COURSE260,Children's Book Writing and Illustration,Arts,Writing,Advanced,"children's books, picture books, storytelling, illustration, publishing, age appropriate content",writing and child development,Prof. Daniel Kim,1000,74.99,Mid-range,4.2,10,50,4.2
COURSE261,Stand-up Comedy Writing and Performance,Arts,Performance,Advanced,"stand-up comedy, comedy writing, performance skills, timing, audience engagement, stage presence",performance and writing,Dr. Elena Martinez,900,94.99,Premium,4.4,12,60,3.96
COURSE262,Theater Arts: Acting and Performance Techniques,Arts,Performance,Advanced,"theater arts, acting techniques, method acting, character development, stage presence",drama and performance,Alex Thompson,2400,69.99,Mid-range,4.4,8,40,10.56
COURSE263,Voice Acting and Audiobook Narration,Arts,Performance,Advanced,"voice acting, audiobook narration, voice training, character voices, recording techniques",vocal skills and acting,Prof. Sarah Kim,2100,84.99,Premium,4.6,10,50,9.66
COURSE264,Public Speaking and Presentation Skills,Arts,Communication,Intermediate,"public speaking, presentation skills, communication, confidence building, audience engagement",basic communication skills,Carlos Wilson,1800,79.99,Mid-range,4.5,8,40,8.1
COURSE265,Improv Comedy and Spontaneous Performance,Arts,Performance,Intermediate,"improv comedy, spontaneous performance, creativity, teamwork, quick thinking, entertainment",performance and creativity,Dr. Amanda Taylor,2200,94.99,Premium,4.7,12,60,10.34
COURSE266,Film Acting for Camera and Screen,Arts,Performance,Advanced,"film acting, screen acting, camera technique, method acting, audition skills, industry",acting fundamentals,Prof. Michael Rodriguez,1200,119.99,Premium,4.6,14,70,5.52
COURSE267,Dance Choreography and Movement Training,Arts,Dance,Advanced,"dance choreography, movement training, performance, rhythm, artistic expression, teaching",dance experience,Lisa Chen,1000,99.99,Premium,4.5,10,50,4.5
COURSE268,Art Therapy and Creative Healing Methods,Arts,Therapy,Advanced,"art therapy, creative healing, expressive arts, mental health, therapeutic techniques",psychology and art background,Dr. Kevin Johnson,1400,89.99,Premium,4.6,12,60,6.44
COURSE269,Film Production: From Script to Screen,Arts,Film Production,Advanced,"film production, filmmaking, directing, cinematography, post production, distribution",film and video knowledge,Prof. Jennifer Davis,1600,74.99,Mid-range,4.4,8,40,7.04
COURSE270,Documentary Filmmaking and Storytelling,Arts,Film Production,Advanced,"documentary filmmaking, non-fiction storytelling, research, interviewing, social impact",filmmaking and journalism,Dr. Robert Park,1100,94.99,Premium,4.5,12,60,4.95
COURSE271,Video Production for Social Media and Marketing,Arts,Video Production,Intermediate,"video production, social media video, marketing videos, editing, content creation",basic video skills,Maria Santos,1200,64.99,Mid-range,4.3,6,30,5.16
COURSE272,Animation Principles and Character Animation,Arts,Animation,Advanced,"animation principles, character animation, timing, squash stretch, storytelling",art and animation basics,Carlos Anderson,800,89.99,Premium,4.4,8,40,3.52
COURSE273,Stop Motion Animation Techniques,Arts,Animation,Advanced,"stop motion animation, puppet animation, frame by frame, claymation, set design",animation and crafts,Dr. Angela White,1300,84.99,Premium,4.6,10,50,5.98
COURSE274,2D Animation with Traditional and Digital Methods,Arts,Animation,Advanced,"2d animation, traditional animation, digital animation, character design, storytelling",drawing and animation,Prof. Lisa Martinez,2000,54.99,Mid-range,4.3,6,30,8.6
COURSE275,3D Animation Pipeline and Production,Arts,3D Animation,Advanced,"3d animation, animation pipeline, production workflow, team collaboration, project management",3d software and animation,Dr. Michael Chen,800,129.99,Premium,4.7,12,60,3.76
COURSE276,Game Design Theory and Player Psychology,Arts,Game Design,Advanced,"game design, player psychology, game mechanics, level design, user experience, engagement",psychology and gaming,Prof. Sarah Black,600,119.99,Premium,4.6,10,50,2.76
COURSE277,Narrative Design for Games and Interactive Media,Arts,Game Design,Advanced,"narrative design, interactive storytelling, branching narratives, character development, world building",writing and game design,Dr. Kevin Rodriguez,900,139.99,Premium,4.5,14,70,4.05
COURSE278,Level Design and Environmental Storytelling,Arts,Game Design,Advanced,"level design, environmental storytelling, game flow, pacing, spatial design, player guidance",game design and architecture,Maria Thompson,1200,89.99,Premium,4.4,8,40,5.28
COURSE279,Game User Interface and Experience Design,Arts,Game Design,Advanced,"game ui design, game ux, interface design, usability, player experience, accessibility",ui design and gaming,Dr. James Wilson,1000,109.99,Premium,4.7,12,60,4.7
COURSE280,Mobile Game Design and Monetization,Arts,Game Design,Advanced,"mobile game design, free to play, monetization, user retention, analytics, market research",game design and business,Prof. Lisa Davis,1100,74.99,Mid-range,4.3,6,30,4.73
COURSE281,Board Game Design and Prototyping,Arts,Game Design,Intermediate,"board game design, game mechanics, prototyping, playtesting, game balance, publishing",game theory and design,Dr. Robert Garcia,500,159.99,Premium,4.8,16,80,2.4
COURSE282,Virtual Reality Experience Design,Arts,Game Design,Advanced,"vr experience design, immersive design, spatial interaction, presence, motion sickness, accessibility",vr development and ux,Amanda Martinez,2400,39.99,Budget,4.2,4,20,10.08
COURSE283,Augmented Reality Application Design,Arts,Game Design,Advanced,"ar application design, mixed reality, spatial computing, user interaction, real world integration",ar development and design,Dr. Steven Kim,800,84.99,Premium,4.4,8,40,3.52
COURSE284,Interior Design: Residential and Commercial,Design,Interior Design,Advanced,"interior design, space planning, color schemes, furniture selection, residential commercial",design fundamentals,Prof. Jennifer Chen,600,129.99,Premium,4.6,14,70,2.76
COURSE285,Architecture and Sustainable Building Design,Engineering,Architecture,Advanced,"architecture, sustainable design, building systems, environmental design, construction methods",engineering and design,Dr. Carlos Brown,900,94.99,Premium,4.3,10,50,3.87
COURSE286,Landscape Architecture and Urban Planning,Design,Landscape Design,Advanced,"landscape architecture, urban planning, site design, sustainability, public spaces",architecture and environment,Maria Rodriguez,400,149.99,Premium,4.7,12,60,1.88
COURSE287,Fashion Design: From Concept to Collection,Design,Fashion Design,Advanced,"fashion design, garment construction, pattern making, textile selection, fashion illustration",art and sewing skills,Dr. Tom Wilson,1200,99.99,Premium,4.6,14,70,5.52
COURSE288,Jewelry Design and Metalworking Techniques,Design,Jewelry Design,Advanced,"jewelry design, metalworking, gem setting, wax carving, casting, finishing techniques",art and craftsmanship,Jessica Martinez,1800,74.99,Mid-range,4.4,10,50,7.92
COURSE289,Industrial Design and Product Development,Design,Industrial Design,Advanced,"industrial design, product development, user centered design, manufacturing, materials",engineering and design,Prof. David Kim,1000,129.99,Premium,4.7,16,80,4.7
COURSE290,Automotive Design and Transportation Design,Design,Transportation Design,Advanced,"automotive design, transportation design, sketching, 3d modeling, ergonomics, aesthetics",design and engineering,Dr. Sarah Thompson,1400,89.99,Premium,4.5,12,60,6.3
COURSE291,Exhibition Design and Museum Studies,Design,Exhibition Design,Advanced,"exhibition design, museum studies, spatial design, visitor experience, curation, storytelling",art history and design,Carlos Chen,1600,84.99,Premium,4.4,10,50,7.04
COURSE292,Set Design for Theater and Film,Design,Set Design,Advanced,"set design, production design, theater design, film sets, construction, art direction",theater and construction,Prof. Lisa Garcia,800,79.99,Mid-range,4.3,8,40,3.44
COURSE293,Costume Design and Historical Fashion,Design,Costume Design,Advanced,"costume design, historical fashion, period clothing, character development, textile knowledge",fashion and history,Dr. Michael Davis,600,139.99,Premium,4.6,14,70,2.76
COURSE294,Lighting Design for Events and Architecture,Design,Lighting Design,Advanced,"lighting design, architectural lighting, event lighting, color theory, electrical systems",design and electrical knowledge,Amanda Rodriguez,1200,64.99,Mid-range,4.2,6,30,5.04
